Year,Total index; s.a. IP,Final products and nonindustrial supplies; s.a. IP,Consumer goods; s.a. IP,Durable consumer goods; s.a. IP,Automotive products; s.a. IP,"Computers, video and audio equipment; s.a. IP","Appliances, furniture, and carpeting; s.a. IP",Miscellaneous durable goods; s.a. IP,Nondurable consumer goods; s.a. IP,Nondurable nonenergy consumer goods; s.a. IP,Foods and tobacco; s.a. IP,Clothing; s.a. IP,Chemical products; s.a. IP,Paper products; s.a. IP,Consumer energy products; s.a. IP,Business equipment; s.a. IP,Transit equipment; s.a. IP,Information processing and related equipment; s.a. IP,Industrial and other equipment; s.a. IP,Defense and space equipment; s.a. IP,Construction supplies; s.a. IP,Business supplies; s.a. IP,Materials; s.a. IP,Materials ex. energy materials; s.a. IP,Durable goods materials; s.a. IP,Consumer parts; s.a. IP,Equipment parts; s.a. IP,Other durable materials; s.a. IP,Nondurable goods materials; s.a. IP,Textile materials; s.a. IP,Paper materials; s.a. IP,Chemical materials; s.a. IP,Energy materials; s.a. IP,Manufacturing (SIC); s.a. IP,Manufacturing (NAICS); s.a. IP,Durable manufacturing (NAICS); s.a. IP,Wood product  (NAICS = 321); s.a. IP,Nonmetallic mineral product  (NAICS = 327); s.a. IP,Primary metal  (NAICS = 331); s.a. IP,Fabricated metal product  (NAICS = 332); s.a. IP,Machinery  (NAICS = 333); s.a. IP,Computer and electronic product  (NAICS = 334); s.a. IP,"Electrical equipment, appliance, and component  (NAICS = 335); s.a. IP",Motor vehicles and parts  (NAICS = 3361-3); s.a. IP,Aerospace and miscellaneous transportation eq.  (NAICS = 3364-9); s.a. IP,Furniture and related product  (NAICS = 337); s.a. IP,Miscellaneous  (NAICS = 339); s.a. IP,Nondurable manufacturing (NAICS); s.a. IP,"Food, beverage, and tobacco  (NAICS = 311,2); s.a. IP","Textiles and products  (NAICS = 313,4); s.a. IP","Apparel and leather goods  (NAICS = 315,6); s.a. IP",Paper  (NAICS = 322); s.a. IP,Printing and related support activities  (NAICS = 323); s.a. IP,Petroleum and coal products  (NAICS = 324); s.a. IP,Chemical  (NAICS = 325); s.a. IP,Plastics and rubber products  (NAICS = 326); s.a. IP,Other manufacturing; s.a. IP,Mining  (NAICS = 21); s.a. IP,"Electric and gas utilities  (NAICS = 2211,2); s.a. IP","Electric power generation, transmission, and distribution  (NAICS = 2211); s.a. IP",Natural gas distribution  (NAICS = 2212); s.a. IP
1932-09,4.0321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9316,,,,,,,,,,,,,,,,,,,,,,,,21.4325,,,
1932-10,4.1665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0337,,,,,,,,,,,,,,,,,,,,,,,,21.982,,,
1932-11,4.1665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0593,,,,,,,,,,,,,,,,,,,,,,,,22.1194,,,
1932-12,4.0859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9827,,,,,,,,,,,,,,,,,,,,,,,,20.9516,,,
1933-01,4.0052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9316,,,,,,,,,,,,,,,,,,,,,,,,21.089,,,
1933-02,4.0321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8295,,,,,,,,,,,,,,,,,,,,,,,,22.1194,,,
1933-03,3.7902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5997,,,,,,,,,,,,,,,,,,,,,,,,22.8063,,,
1933-04,4.059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9827,,,,,,,,,,,,,,,,,,,,,,,,20.8142,,,
1933-05,4.731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.672,,,,,,,,,,,,,,,,,,,,,,,,24.2489,,,
1933-06,5.4568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4379,,,,,,,,,,,,,,,,,,,,,,,,25.5541,,,
1933-07,5.9675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.9995,,,,,,,,,,,,,,,,,,,,,,,,26.7219,,,
1933-08,5.7256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.6421,,,,,,,,,,,,,,,,,,,,,,,,27.821,,,
1933-09,5.403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.3613,,,,,,,,,,,,,,,,,,,,,,,,26.0349,,,
1933-10,5.1342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0549,,,,,,,,,,,,,,,,,,,,,,,,24.5237,,,
1933-11,4.8385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.723,,,,,,,,,,,,,,,,,,,,,,,,24.5237,,,
1933-12,4.8654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.7741,,,,,,,,,,,,,,,,,,,,,,,,24.455,,,
1934-01,5.0267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.9273,,,,,,,,,,,,,,,,,,,,,,,,25.0732,,,
1934-02,5.2686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.2081,,,,,,,,,,,,,,,,,,,,,,,,25.4854,,,
1934-03,5.5106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4124,,,,,,,,,,,,,,,,,,,,,,,,27.3401,,,
1934-04,5.5106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5145,,,,,,,,,,,,,,,,,,,,,,,,25.6914,,,
1934-05,5.6181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5911,,,,,,,,,,,,,,,,,,,,,,,,25.9662,,,
1934-06,5.5106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4634,,,,,,,,,,,,,,,,,,,,,,,,25.7602,,,
1934-07,5.1342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0294,,,,,,,,,,,,,,,,,,,,,,,,25.4854,,,
1934-08,5.0805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0039,,,,,,,,,,,,,,,,,,,,,,,,25.1419,,,
1934-09,4.7848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.7231,,,,,,,,,,,,,,,,,,,,,,,,25.2106,,,
1934-10,4.9998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.9018,,,,,,,,,,,,,,,,,,,,,,,,24.7984,,,
1934-11,5.0536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.9784,,,,,,,,,,,,,,,,,,,,,,,,24.9358,,,
1934-12,5.3761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.3358,,,,,,,,,,,,,,,,,,,,,,,,25.6915,,,
1935-01,5.8062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.8208,,,,,,,,,,,,,,,,,,,,,,,,26.9966,,,
1935-02,5.9138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.923,,,,,,,,,,,,,,,,,,,,,,,,27.1341,,,
1935-03,5.8869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.8464,,,,,,,,,,,,,,,,,,,,,,,,27.9583,,,
1935-04,5.7794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.7953,,,,,,,,,,,,,,,,,,,,,,,,25.6228,,,
1935-05,5.7794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.7698,,,,,,,,,,,,,,,,,,,,,,,,26.7219,,,
1935-06,5.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.7442,,,,,,,,,,,,,,,,,,,,,,,,29.1261,,,
1935-07,5.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.923,,,,,,,,,,,,,,,,,,,,,,,,26.3097,,,
1935-08,6.075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.1527,,,,,,,,,,,,,,,,,,,,,,,,26.5158,,,
1935-09,6.2363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.3059,,,,,,,,,,,,,,,,,,,,,,,,27.134,,,
1935-10,6.4245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.4846,,,,,,,,,,,,,,,,,,,,,,,,28.7827,,,
1935-11,6.5589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.6378,,,,,,,,,,,,,,,,,,,,,,,,29.0575,,,
1935-12,6.6395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.7144,,,,,,,,,,,,,,,,,,,,,,,,29.8131,,,
1936-01,6.532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5867,,,,,,,,,,,,,,,,,,,,,,,,30.3626,,,
1936-02,6.3707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.3825,,,,,,,,,,,,,,,,,,,,,,,,31.2557,,,
1936-03,6.4514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5101,,,,,,,,,,,,,,,,,,,,,,,,29.1948,,,
1936-04,6.8546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.9186,,,,,,,,,,,,,,,,,,,,,,,,31.393,,,
1936-05,6.989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0973,,,,,,,,,,,,,,,,,,,,,,,,30.6374,,,
1936-06,7.1234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.2505,,,,,,,,,,,,,,,,,,,,,,,,31.0496,,,
1936-07,7.2578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.3782,,,,,,,,,,,,,,,,,,,,,,,,31.6678,,,
1936-08,7.3653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5058,,,,,,,,,,,,,,,,,,,,,,,,31.6678,,,
1936-09,7.4997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.6335,,,,,,,,,,,,,,,,,,,,,,,,32.1487,,,
1936-10,7.6073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.7611,,,,,,,,,,,,,,,,,,,,,,,,32.7669,,,
1936-11,7.8223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.9654,,,,,,,,,,,,,,,,,,,,,,,,34.2095,,,
1936-12,8.0642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.2207,,,,,,,,,,,,,,,,,,,,,,,,34.4843,,,
1937-01,8.0373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.2207,,,,,,,,,,,,,,,,,,,,,,,,33.866,,,
1937-02,8.1449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.3483,,,,,,,,,,,,,,,,,,,,,,,,34.759,,,
1937-03,8.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.3994,,,,,,,,,,,,,,,,,,,,,,,,38.2624,,,
1937-04,8.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.527,,,,,,,,,,,,,,,,,,,,,,,,35.2399,,,
1937-05,8.3599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.5781,,,,,,,,,,,,,,,,,,,,,,,,35.6521,,,
1937-06,8.2524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.4249,,,,,,,,,,,,,,,,,,,,,,,,36.8198,,,
1937-07,8.3062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.476,,,,,,,,,,,,,,,,,,,,,,,,36.339,,,
1937-08,8.2524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.3738,,,,,,,,,,,,,,,,,,,,,,,,36.8199,,,
1937-09,7.9836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0675,,,,,,,,,,,,,,,,,,,,,,,,37.232,,,
1937-10,7.3922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.4037,,,,,,,,,,,,,,,,,,,,,,,,36.1329,,,
1937-11,6.6664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5357,,,,,,,,,,,,,,,,,,,,,,,,35.2399,,,
1937-12,6.075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.8464,,,,,,,,,,,,,,,,,,,,,,,,34.4155,,,
1938-01,5.9406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.7442,,,,,,,,,,,,,,,,,,,,,,,,32.973,,,
1938-02,5.8869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.7187,,,,,,,,,,,,,,,,,,,,,,,,31.2557,,,
1938-03,5.8869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.7442,,,,,,,,,,,,,,,,,,,,,,,,31.3243,,,
1938-04,5.7794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5655,,,,,,,,,,,,,,,,,,,,,,,,30.3626,,,
1938-05,5.645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.54,,,,,,,,,,,,,,,,,,,,,,,,28.6453,,,
1938-06,5.6987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.54,,,,,,,,,,,,,,,,,,,,,,,,29.4009,,,
1938-07,6.0213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.8719,,,,,,,,,,,,,,,,,,,,,,,,30.1566,,,
1938-08,6.3439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.2548,,,,,,,,,,,,,,,,,,,,,,,,31.0496,,,
1938-09,6.532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.4591,,,,,,,,,,,,,,,,,,,,,,,,31.2557,,,
1938-10,6.6933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.6633,,,,,,,,,,,,,,,,,,,,,,,,31.5991,,,
1938-11,6.9621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.9697,,,,,,,,,,,,,,,,,,,,,,,,32.6295,,,
1938-12,7.0428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0207,,,,,,,,,,,,,,,,,,,,,,,,32.6295,,,
1939-01,7.0428,7.6904,11.8072,,,,,,,,,,,,,,,,,,,,6.1486,,,,,,,,,,,6.6889,,,,,,,,,,,,,,,,,,,,,,,,32.0113,3.3284,,
1939-02,7.0965,7.7191,11.8071,,,,,,,,,,,,,,,,,,,,6.2462,,,,,,,,,,,6.7399,,,,,,,,,,,,,,,,,,,,,,,,32.1487,3.3538,,
1939-03,7.1234,7.8052,12.0007,,,,,,,,,,,,,,,,,,,,6.2462,,,,,,,,,,,6.7399,,,,,,,,,,,,,,,,,,,,,,,,32.9043,3.43,,
1939-04,7.0965,7.8052,12.0007,,,,,,,,,,,,,,,,,,,,6.051,,,,,,,,,,,6.6633,,,,,,,,,,,,,,,,,,,,,,,,30.9809,3.4554,,
1939-05,7.0696,7.8626,12.0394,,,,,,,,,,,,,,,,,,,,6.0266,,,,,,,,,,,6.6633,,,,,,,,,,,,,,,,,,,,,,,,31.2556,3.4809,,
1939-06,7.2309,7.9486,12.1556,,,,,,,,,,,,,,,,,,,,6.3194,,,,,,,,,,,6.8165,,,,,,,,,,,,,,,,,,,,,,,,32.7669,3.5063,,
1939-07,7.446,8.0921,12.3104,,,,,,,,,,,,,,,,,,,,6.5878,,,,,,,,,,,7.0207,,,,,,,,,,,,,,,,,,,,,,,,34.0034,3.5063,,
1939-08,7.5535,8.1782,12.3491,,,,,,,,,,,,,,,,,,,,6.661,,,,,,,,,,,7.225,,,,,,,,,,,,,,,,,,,,,,,,29.5383,3.5317,,
1939-09,8.0105,8.4365,12.5427,,,,,,,,,,,,,,,,,,,,7.4174,,,,,,,,,,,7.6335,,,,,,,,,,,,,,,,,,,,,,,,35.5834,3.6333,,
1939-10,8.4137,8.666,12.6588,,,,,,,,,,,,,,,,,,,,8.125,,,,,,,,,,,8.0675,,,,,,,,,,,,,,,,,,,,,,,,37.232,3.6333,,
1939-11,8.6287,8.8382,12.7749,,,,,,,,,,,,,,,,,,,,8.2714,,,,,,,,,,,8.2207,,,,,,,,,,,,,,,,,,,,,,,,37.232,3.6841,,
1939-12,8.6287,8.8956,12.8137,,,,,,,,,,,,,,,,,,,,8.2714,,,,,,,,,,,8.3228,,,,,,,,,,,,,,,,,,,,,,,,36.2016,3.6841,,
1940-01,8.5212,8.8095,12.775,,,,,,,,,,,,,,,,,,,,8.0518,,,,,,,,,,,8.1951,,,,,,,,,,,,,,,,,,,,,,,,37.232,3.7095,,
1940-02,8.2524,8.7234,12.7362,,,,,,,,,,,,,,,,,,,,7.6126,,,,,,,,,,,7.9398,,,,,,,,,,,,,,,,,,,,,,,,36.4764,3.7603,,
1940-03,8.0642,8.6373,12.5814,,,,,,,,,,,,,,,,,,,,7.3198,,,,,,,,,,,7.7611,,,,,,,,,,,,,,,,,,,,,,,,37.232,3.7857,,
1940-04,8.2255,8.7234,12.6588,,,,,,,,,,,,,,,,,,,,7.5394,,,,,,,,,,,7.8377,,,,,,,,,,,,,,,,,,,,,,,,40.3919,3.7857,,
1940-05,8.4674,8.8382,12.7362,,,,,,,,,,,,,,,,,,,,7.881,,,,,,,,,,,8.1696,,,,,,,,,,,,,,,,,,,,,,,,38.2624,3.8366,,
1940-06,8.7362,9.0391,12.8524,,,,,,,,,,,,,,,,,,,,8.2958,,,,,,,,,,,8.527,,,,,,,,,,,,,,,,,,,,,,,,37.3007,3.862,,
1940-07,8.8438,9.0391,12.8137,,,,,,,,,,,,,,,,,,,,8.5154,,,,,,,,,,,8.6291,,,,,,,,,,,,,,,,,,,,,,,,37.3007,3.862,,
1940-08,8.8975,9.1538,12.8137,,,,,,,,,,,,,,,,,,,,8.5886,,,,,,,,,,,8.7568,,,,,,,,,,,,,,,,,,,,,,,,36.2703,3.9128,,
1940-09,9.0857,9.4121,13.1621,,,,,,,,,,,,,,,,,,,,8.6862,,,,,,,,,,,8.9355,,,,,,,,,,,,,,,,,,,,,,,,36.339,3.9382,,
1940-10,9.2201,9.5843,13.3943,,,,,,,,,,,,,,,,,,,,8.7837,,,,,,,,,,,9.0632,,,,,,,,,,,,,,,,,,,,,,,,35.7208,3.989,,
1940-11,9.4351,9.7565,13.6653,,,,,,,,,,,,,,,,,,,,8.9545,,,,,,,,,,,9.2163,,,,,,,,,,,,,,,,,,,,,,,,36.8198,4.0906,,
1940-12,9.7577,10.1008,14.0912,,,,,,,,,,,,,,,,,,,,9.2717,,,,,,,,,,,9.5482,,,,,,,,,,,,,,,,,,,,,,,,37.7816,4.0906,,
1941-01,9.9996,10.4164,14.3621,,,,,,,,,,,,,,,,,,,,9.3937,,,,,,,,,,,9.7269,,,,,,,,,,,,,,,,,,,,,,,,37.4381,4.1414,,
1941-02,10.2953,10.7321,14.788,,,,,,,,,,,,,,,,,,,,9.6621,,,,,,,,,,,10.0844,,,,,,,,,,,,,,,,,,,,,,,,37.7129,4.1669,,
1941-03,10.6179,11.0191,15.1751,,,,,,,,,,,,,,,,,,,,10.0037,,,,,,,,,,,10.3397,,,,,,,,,,,,,,,,,,,,,,,,40.0484,4.2431,,
1941-04,10.6448,11.2486,15.4461,,,,,,,,,,,,,,,,,,,,9.7841,,,,,,,,,,,10.6205,,,,,,,,,,,,,,,,,,,,,,,,32.08,4.2685,,
1941-05,11.1286,11.6217,15.9106,,,,,,,,,,,,,,,,,,,,10.3941,,,,,,,,,,,10.9779,,,,,,,,,,,,,,,,,,,,,,,,39.0867,4.3193,,
1941-06,11.2093,11.7364,15.9493,,,,,,,,,,,,,,,,,,,,10.5405,,,,,,,,,,,11.1056,,,,,,,,,,,,,,,,,,,,,,,,40.1172,4.3701,,
1941-07,11.3437,11.8225,15.9493,,,,,,,,,,,,,,,,,,,,10.6869,,,,,,,,,,,11.2332,,,,,,,,,,,,,,,,,,,,,,,,39.9797,4.4209,,
1941-08,11.4781,11.966,15.988,,,,,,,,,,,,,,,,,,,,10.7601,,,,,,,,,,,11.3098,,,,,,,,,,,,,,,,,,,,,,,,40.6667,4.4463,,
1941-09,11.4781,11.9947,15.9106,,,,,,,,,,,,,,,,,,,,10.7601,,,,,,,,,,,11.2843,,,,,,,,,,,,,,,,,,,,,,,,41.1476,4.4972,,
1941-10,11.5856,12.1095,15.9106,,,,,,,,,,,,,,,,,,,,10.8089,,,,,,,,,,,11.3864,,,,,,,,,,,,,,,,,,,,,,,,42.1093,4.5226,,
1941-11,11.6394,12.1669,15.9493,,,,,,,,,,,,,,,,,,,,10.8821,,,,,,,,,,,11.4119,,,,,,,,,,,,,,,,,,,,,,,,41.491,4.548,,
1941-12,11.8275,12.339,15.9493,,,,,,,,,,,,,,,,,,,,11.1017,,,,,,,,,,,11.5651,,,,,,,,,,,,,,,,,,,,,,,,42.2467,4.6496,,
1942-01,12.0695,12.7121,16.259,,,,,,,,,,,,,,,,,,,,11.1261,,,,,,,,,,,11.8204,,,,,,,,,,,,,,,,,,,,,,,,41.6971,4.7512,,
1942-02,12.2845,13.0277,16.0655,,,,,,,,,,,,,,,,,,,,11.2969,,,,,,,,,,,12.1012,,,,,,,,,,,,,,,,,,,,,,,,41.9719,4.7766,,
1942-03,12.4189,13.1712,16.0655,,,,,,,,,,,,,,,,,,,,11.3945,,,,,,,,,,,12.2799,,,,,,,,,,,,,,,,,,,,,,,,40.3232,4.802,,
1942-04,12.0695,12.339,13.8589,,,,,,,,,,,,,,,,,,,,11.6873,,,,,,,,,,,11.9225,,,,,,,,,,,,,,,,,,,,,,,,41.5597,4.8275,,
1942-05,12.0963,12.3677,13.704,,,,,,,,,,,,,,,,,,,,11.6629,,,,,,,,,,,11.9736,,,,,,,,,,,,,,,,,,,,,,,,40.5293,4.802,,
1942-06,12.1232,12.4251,13.4718,,,,,,,,,,,,,,,,,,,,11.6873,,,,,,,,,,,12.0502,,,,,,,,,,,,,,,,,,,,,,,,40.0485,4.8275,,
1942-07,12.4189,12.7695,13.6653,,,,,,,,,,,,,,,,,,,,11.9069,,,,,,,,,,,12.4331,,,,,,,,,,,,,,,,,,,,,,,,39.911,4.9545,,
1942-08,12.7952,13.1425,13.7815,,,,,,,,,,,,,,,,,,,,12.2484,,,,,,,,,,,12.8416,,,,,,,,,,,,,,,,,,,,,,,,41.0788,5.0053,,
1942-09,13.0909,13.6016,13.8202,,,,,,,,,,,,,,,,,,,,12.3948,,,,,,,,,,,13.2245,,,,,,,,,,,,,,,,,,,,,,,,40.8728,5.0307,,
1942-10,13.521,14.0895,14.0524,,,,,,,,,,,,,,,,,,,,12.7364,,,,,,,,,,,13.7096,,,,,,,,,,,,,,,,,,,,,,,,40.5293,5.0561,,
1942-11,13.8436,14.5486,14.1299,,,,,,,,,,,,,,,,,,,,12.9316,,,,,,,,,,,14.0926,,,,,,,,,,,,,,,,,,,,,,,,40.8041,5.1069,,
1942-12,14.1662,15.0077,14.4396,,,,,,,,,,,,,,,,,,,,13.078,,,,,,,,,,,14.4755,,,,,,,,,,,,,,,,,,,,,,,,40.3232,5.1832,,
1943-01,14.3006,15.0651,14.0137,,,,,,,,,,,,,,,,,,,,13.2732,,,,,,,,,,,14.6798,,,,,,,,,,,,,,,,,,,,,,,,39.0868,5.1578,,
1943-02,14.6769,15.4095,14.1299,,,,,,,,,,,,,,,,,,,,13.6148,,,,,,,,,,,14.9861,,,,,,,,,,,,,,,,,,,,,,,,41.1476,5.2086,,
1943-03,14.7844,15.5816,14.1686,,,,,,,,,,,,,,,,,,,,13.7612,,,,,,,,,,,15.1138,,,,,,,,,,,,,,,,,,,,,,,,42.4527,5.2594,,
1943-04,14.9726,15.7825,14.3234,,,,,,,,,,,,,,,,,,,,13.8832,,,,,,,,,,,15.2925,,,,,,,,,,,,,,,,,,,,,,,,43.071,5.3102,,
1943-05,15.0801,15.926,14.5557,,,,,,,,,,,,,,,,,,,,13.8588,,,,,,,,,,,15.3946,,,,,,,,,,,,,,,,,,,,,,,,41.6284,5.3356,,
1943-06,14.9995,16.0982,14.788,,,,,,,,,,,,,,,,,,,,13.5172,,,,,,,,,,,15.4456,,,,,,,,,,,,,,,,,,,,,,,,36.8199,5.4372,,
1943-07,15.4564,16.5286,15.0202,,,,,,,,,,,,,,,,,,,,14.0296,,,,,,,,,,,15.8031,,,,,,,,,,,,,,,,,,,,,,,,42.7275,5.4372,,
1943-08,15.779,16.8155,15.0977,,,,,,,,,,,,,,,,,,,,14.298,,,,,,,,,,,16.135,,,,,,,,,,,,,,,,,,,,,,,,42.4527,5.4881,,
1943-09,16.1822,17.2747,15.2138,,,,,,,,,,,,,,,,,,,,14.664,,,,,,,,,,,16.569,,,,,,,,,,,,,,,,,,,,,,,,43.071,5.6151,,
1943-10,16.4241,17.5329,15.0977,,,,,,,,,,,,,,,,,,,,14.908,,,,,,,,,,,16.9264,,,,,,,,,,,,,,,,,,,,,,,,42.7275,5.6405,,
1943-11,16.6392,17.7912,15.059,,,,,,,,,,,,,,,,,,,,15.03,,,,,,,,,,,17.1562,,,,,,,,,,,,,,,,,,,,,,,,41.8345,5.6913,,
1943-12,16.4241,17.4181,14.7493,,,,,,,,,,,,,,,,,,,,15.03,,,,,,,,,,,16.8753,,,,,,,,,,,,,,,,,,,,,,,,43.964,5.6913,,
1944-01,16.6123,17.6477,14.9041,,,,,,,,,,,,,,,,,,,,15.1764,,,,,,,,,,,17.1306,,,,,,,,,,,,,,,,,,,,,,,,43.5518,5.6659,,
1944-02,16.7467,17.8199,14.9815,,,,,,,,,,,,,,,,,,,,15.2984,,,,,,,,,,,17.2583,,,,,,,,,,,,,,,,,,,,,,,,44.7883,5.7167,,
1944-03,16.7198,17.8199,15.1751,,,,,,,,,,,,,,,,,,,,15.2252,,,,,,,,,,,17.2328,,,,,,,,,,,,,,,,,,,,,,,,44.5136,5.8184,,
1944-04,16.7198,17.8773,15.2525,,,,,,,,,,,,,,,,,,,,15.1764,,,,,,,,,,,17.2072,,,,,,,,,,,,,,,,,,,,,,,,45.75,5.8692,,
1944-05,16.6123,17.8486,15.3686,,,,,,,,,,,,,,,,,,,,14.9568,,,,,,,,,,,17.0796,,,,,,,,,,,,,,,,,,,,,,,,46.0248,5.8438,,
1944-06,16.5585,17.906,15.4461,,,,,,,,,,,,,,,,,,,,14.7372,,,,,,,,,,,17.0541,,,,,,,,,,,,,,,,,,,,,,,,44.6509,5.8184,,
1944-07,16.5317,18.0494,15.5235,,,,,,,,,,,,,,,,,,,,14.5176,,,,,,,,,,,17.054,,,,,,,,,,,,,,,,,,,,,,,,44.1701,5.7421,,
1944-08,16.7467,18.2503,15.8719,,,,,,,,,,,,,,,,,,,,14.6884,,,,,,,,,,,17.2838,,,,,,,,,,,,,,,,,,,,,,,,44.5822,5.793,,
1944-09,16.6392,18.1068,15.5235,,,,,,,,,,,,,,,,,,,,14.664,,,,,,,,,,,17.1817,,,,,,,,,,,,,,,,,,,,,,,,44.7883,5.7929,,
1944-10,16.693,18.1355,15.5622,,,,,,,,,,,,,,,,,,,,14.7128,,,,,,,,,,,17.2328,,,,,,,,,,,,,,,,,,,,,,,,44.857,5.7929,,
1944-11,16.5585,17.906,15.5235,,,,,,,,,,,,,,,,,,,,14.7372,,,,,,,,,,,17.0796,,,,,,,,,,,,,,,,,,,,,,,,45.2692,5.7929,,
1944-12,16.5048,17.7625,15.5235,,,,,,,,,,,,,,,,,,,,14.8104,,,,,,,,,,,17.0796,,,,,,,,,,,,,,,,,,,,,,,,44.1014,5.8184,,
1945-01,16.3435,17.619,15.7558,,,,,,,,,,,,,,,,,,,,14.6396,,,,,,,,,,,16.8498,,,,,,,,,,,,,,,,,,,,,,,,43.6892,5.92,,
1945-02,16.2897,17.4181,15.6396,,,,,,,,,,,,,,,,,,,,14.786,,,,,,,,,,,16.7732,,,,,,,,,,,,,,,,,,,,,,,,44.5136,5.9454,,
